69,69(体位)
looking_to_side,看向侧面
spying,偷窥(强调视角)
hand_pov,手伸来方向的视角
side_glance,轻轻向侧面瞥
back_focus,背景焦点
pov_ass,臀部焦点
foot_focus,足部焦点
pov_feet,足部焦点
feet_focus,足部焦点
kemonomimi,动物耳朵
nekomimi,猫耳
inumimi,狗耳
dog_ear,狗耳
african_wild_dog_ears,狗耳
rat_ears,老鼠耳朵
pointed_ears,尖耳
pointy_ear,尖耳
elf_ears,尖耳
elven_ears,尖耳
long_ears,尖耳
heart_earring,心形耳环
hoop_earring,环状耳环
ear_ring,耳环
ear_rings,耳环
earring,耳环
crescent_earring,月牙耳环
tanuki_ears,浣熊耳朵
covering_ears,遮住耳朵
hands_over_ears,遮住耳朵
rabbit_ears,兔子耳朵
deer_ears,鹿耳朵
reindeer_ears,鹿耳朵
ferret_ears,鼬耳朵
goat_ears,山羊耳朵
panda_ears,熊猫耳朵
pikachu_ears,皮卡丘耳朵
pig_ears,猪耳朵
coyote_ears,狼耳朵
lensflare,镜头光晕
sparkles,闪耀效果
sparkling,闪耀效果
jpeg_artifacts,JPEG 压缩失真
jpeg_artefacts,JPEG 压缩失真
jpg_artifacts,JPEG 压缩失真
blurred,模糊的
cinematic_lighting,电影光效
glowing_light,荧光
god_rays,自上而下的光
ray_tracing,光线追踪
reflection_light,反射光
overexposure,过曝
backlit,逆光
blending,混合
caustic_lighting,焦散
chiaroscuro,明暗对比
chromatic_aberration_abuse,色差滥用
focus_blur,背景虚化
dithering,抖动
noise_(visual),胶片颗粒感/老电影滤镜
grainy,胶片颗粒感/老电影滤镜
lens_flare_abuse,镜头光晕滥用
anaglyph,互补色
stereogram,立体画
scanlines,扫描线
vignetting,晕影
make-up,浓装
make_up,浓装
food_on_cheek,食物在脸上
sniffing,闻
nose_bleed,鼻血
blood_from_nose,鼻血
bloody_nose,鼻血
gritted_teeth,咬牙
gritting_teeth,咬牙
sighing,叹气
smiling,微笑
:),微笑
:},微笑
faint_smile,浅笑
mad,生气的
anger,生气的
irritated,苦恼的
insane,疯狂的
yangire,疯狂的
embarrassing,尴尬的
embarrassment,尴尬的
blushing,脸红的
flush,脸红的
flushed,脸红的
sadness,悲伤的
:(,皱眉/蹙额
frowning,皱眉/蹙额
:{,皱眉/蹙额
naughty_smile,下流的表情
tongues,舌头
drool,唾液
spit,唾液
finger_smile,用手指做出笑脸
lip_licking,舔嘴唇
ouch,疼痛
cry,哭
scream,尖叫/大声喊
fear,害怕的
afraid,害怕的
stern,严肃的
gloomy,消沉(表情)
jealousy,嫉妒的
flat_gaze,轻蔑的眼神
shaded,阴沉脸
pale_face,脸色苍白
emotionless,无口
neutral_expression,无口
unexpressive,无口
facial_expressions,表情
smiley,笑脸
doya-gao,得意脸
full_blush,整张脸泛红
panting,喘粗气
moan,呻吟
shocked,惊讶
shock,惊讶
surprise,惊讶
startled,惊讶
laugh,在笑的
naughty,下流的表情
troll,嚣张脸
saliva_string,唾液拉丝
flesh_fang,把嘴的一部分画成虎牙状
bulging_cheeks,鼓着腮帮
cheek_pinch,捏脸颊
pinching_cheeks,捏脸颊
cheek_poke,戳脸颊
poking_cheeks,戳脸颊
cheek_tug,扯脸颊
hands_over_eyes,遮住眼睛
hiding_mouth,挡住嘴巴
hands_over_mouth,挡住嘴巴
bared_teeth,牙
excited,兴奋
expressionless_eyes,失神
wide_eyed,睁大眼睛
:0,惊讶
:9,右上吐舌头
:b,右下吐舌头
hiding_face,挡住脸
gray_eyes,灰眼
odd_eye,异色瞳
red_eye,红眼
cat_eyes,竖瞳孔/猫眼
snake_eyes,竖瞳孔/猫眼
upturned_eyes,上翘的眼睛
eyes_wide,睁开眼睛
wide_eyes,睁开眼睛
shocked_eyes,睁开眼睛
rolled_eyes,眼睛抬头
eye_roll,眼睛抬头
furrowed_brow,下眉毛
furrowed_eyebrows,下眉毛
dashed_eyes,黑眼圈中的水平线
dash_eyes,黑眼圈中的水平线
line_in_eye,黑眼圈中的水平线
mismatched_pupils,左右眼颜色不同
asymmetrical_pupils,左右眼颜色不同
mismatched_sclera,左右眼不同颜色的眼白
dead_eyes,眼睛没有亮点
dilated_pupils,瞳孔扩张
hollow_eyes,漆黑的眼睛
contracted_pupils,瞳孔收缩
shrunk_pupils,瞳孔收缩
shrunk_eyes,瞳孔收缩
x-shaped_pupils,X 形眼睛
eye_reflection,眼睛反射
half_closed_eyes,眼睛半闭
cringe,闭一只眼
eyeballs,盯着看
tear,眼泪
gradient_eyes,渐变瞳色
half_closed_eye,半闭的眼睛(单眼)
sparkle_eyes,星星眼
glare,轻蔑/怒视
eye_lashes,睫毛
eye_through_hair,透过头发可以看到的眼睛
anger_mark,青筋
blush_sticker,表情贴纸
confused,疑惑
determined,有决心的
disappointed,失望的
disdain,蔑视
disgust,恶心
disgusted,恶心
despair,绝望
envy,嫉妒
evil,邪恶
frustrated,沮丧
guilt,有罪的
kubrick_stare,库布里克凝视
lonely,孤独的
rapeface,一副要强奸人的表情
depressed,压抑的/郁闷的
panicking,恐慌的
panic,恐慌的
worried,担忧的
tired,累
sulking,闷闷不乐
pensive,沉思的
upset,气愤
crazy_smile,疯狂地笑
forced_smile,强迫笑
glasgow_smile,格拉斯哥微笑
sad_smile,苦笑
stifled_laugh,憋笑
^^^,惊讶的
color_drain,惊讶到掉色
horrified,恐惧表情
horror_(expression),恐惧表情
sobbing,啜泣
tremble,颤抖
shiver,颤抖
shivering,颤抖
uwu,猫脸
:/,斜嘴
:\,斜嘴
:|,无语
:c,伤心
:<>,张大嘴
vacuum_fellatio,:>=
blowjob_face,:>=
.3.,o3o
(-3-),嘟嘴
heart-shaped_eyes,心形眼
heart_eyes,心形眼
heart_eye,心形眼
owata,\(^o^)/
cross-eyed,斗鸡眼
crossed_eyes,斗鸡眼
dot_mouth,小圆点嘴
rectangular_mouth,方形嘴
:[],方形嘴
side_mouth,把嘴画在侧脸
cheek_mouth,把嘴画在侧脸
split_mouth,裂开的嘴
disconnected_mouth,裂开的嘴
amber_eyes,琥珀色眼
al_bhed_eyes,晕眼
swirly_eyes,晕眼
pac-man_eyes,吃豆人形眼
pacman_eyes,吃豆人形眼
goat_eyes,一字型瞳孔/蛙眼
frog_eyes,一字型瞳孔/蛙眼
star_eyes,加号型眼
starry_eyes,加号型眼
diamond-shaped_pupils,钻石形瞳孔
flower-shaped_pupils,花形瞳孔
blue_sclera,蓝色巩膜
bloodshot_eyes,布满血丝的眼睛
bloodshot_eye,布满血丝的眼睛
green_sclera,绿色巩膜
no_sclera,无色巩膜
orange_sclera,橙色巩膜
eye_circles,眼袋
eyebags,眼袋
dark_circles,眼袋
aegyo_sal,眼袋
bruised_eye,瘀伤的眼睛
black_eye,瘀伤的眼睛
flaming_eyes,燃烧的眼睛
burning_eyes,燃烧的眼睛
fiery_eyes,燃烧的眼睛
mako_eyes,魔眼
amphibian_eyes,两栖动物的眼睛
cephalopod_eyes,头足类动物的眼睛
octopus_eyes,头足类动物的眼睛
compound_eyes,复合眼
insect_eyes,复合眼
petal,花瓣
flowers,花
sakura_blossoms,樱花
cherry_trees,樱花
cherry_blossom,樱花
flowers_meadows,花田
checkerboard,格子的
everybody,所有人
group,所有人
high_res,高分辨率
hires,高分辨率
high_resolution,高分辨率
low_res,低分辨率
original_character,原创
masterpiece,杰作
best_quality,顶级质量
worst_quality,糟糕质量
low_quality,低质量
normal_quality,一般质量
extremely_detailed_cg_unity_8k_wallpaper,极高分辨率 CG 壁纸
illustration,插画
nsfw,不宜工作时观看
polygon,3D
3dcg,3D
animated,动图
animation,动图
animated_png,PNG 动图
video,视频
webm,视频
mp4,视频
videos,视频
music_video,音乐视频
gif,GIF 动图
non-repeating_animation,非循环动画
non-repeating_gif,非循环动画
looping_animation,循环播放动画
roulette_animation,轮转动画
archived_file,压缩包
comics,漫画
manga,漫画
1panel,单格漫画
4coma,四格漫画
borderless_panels,无边框漫画
left-to-right,从左往右读的漫画
right-to-left_comic,从右往左读的漫画
corrupted_file,损坏的文件
corrupted_image,损坏的文件
corrupted_video,损坏的文件
front_cover,封面
cd_cover,专辑封面
disc_cover,专辑封面
character_single,单人封面
book_cover,封面
video_game_cover,视频游戏封面
game_cover,视频游戏封面
manga_cover,漫画封面
fakeshot,(同人向玩梗向的)截图
gamecg,游戏 CG
game_asset,游戏 CG
gyotaku_(medium),鱼拓 (介质)
icon,图标
kirigami,剪纸
line_art,线条艺术
no_line-art,几乎没用勾线的画
lineless,几乎没用勾线的画
outlines,角色形象有描边
outlined,角色形象有描边
tall_image,长图
wide_image,宽图
official_art,官方画作
phonecard,电话卡
papercraft,纸艺
paper_child,纸质角色
paper_cutout,纸艺模型
paper_cut-out,纸艺模型
postcard,明信片
poster,海报
revision,修正版
revised,修正版
scan,扫描件
anime_screencap,动画截图
screencap,动画截图
shitajiki,垫板
triptych_(art),三联画 (艺术)
vector_trace,矢量画
trace,矢量画
vectortrace,矢量画
vector,矢量画
tileable,可平铺拼贴
widescreen,宽屏幕
official_wallpaper,官方壁纸图
hands_behind_back,手放在身后
arms_behind,手放在身后
raised_arms,双抬臂
arms_above,双抬臂
arms_raised,双抬臂
arms_above_head,双抬臂
hands_above_head,双抬臂
caramel_dansen,焦糖舞
hand_on_waist,单手插腰
hands_on_another's_breast,手放在另一人的胸前
hands_on_waist,双手叉腰
akimbo,双手叉腰
hold,拿着
holding_object,拿着
handholding,牵手
hand_holding,牵手
holding_another's_hand,牵手
the_finger,比出中指
flipping_off,比出中指
shh,嘘手势
shush,嘘手势
undress,脱衣服中
stripping,脱衣服中
strip,脱衣服中
v_sign,胜利手势
peace_sign,胜利手势
wave,招手
outstretched_hands,伸出手
hands_outstretched,伸出手
reach,伸手触及
arm_raised,单抬臂
raised_arm,单抬臂
one_arm_up,单抬臂
presenting_armpit,展示腋窝
presenting_panties,展示内裤
hands_behind_head,手臂放头后
skirtlift,掀起裙子
skirt_up,掀起裙子
lifting_skirt,掀起裙子
mouth_to_mouth_feeding,共享食物/用嘴递食物
mouth-to-mouth_feeding,共享食物/用嘴递食物
adjusting_pantyhose,整理裤袜
adjusting_thighhighs,整理裤袜
arm_hold,抓住手臂
grabbing_arm,抓住手臂
hugging_arm,挽手
neck_hug,双手搂着脖子
beckon,招手
tummy_grab,捏着肚子
bikini_down,扯着比基尼
fondling_testicles,爱抚睾丸
ball_caress,爱抚睾丸
dog_pose,爪子姿势
convenient_head,挡住关键部位的头
folded_arms,交叉双臂
arms_folded,交叉双臂
cuddle,拥抱
snuggle,拥抱
dual_wield,双持
double_wield,双持
palm,以手掩面
grab,抓住/抓着
hair_twirl,手指卷着头发
hands_between_legs,手放在两腿之间
finger_in_panties,手伸进内裤里
finger_to_another's_chin,手托着对方的下巴
hand_on_another's,手接触到对方的脸
hand_on_knee,手放在自己的膝盖上
hand_on_belly,把手放在自己的肚子上
hand_on_own_belly,把手放在自己的肚子上
hand_on_stomach,把手放在自己的肚子上
hands_to_mouth,手朝向自己嘴
hands_to_own_mouth,手朝向自己嘴
hand_to_lip,手朝向自己嘴
hand_on_lips,手朝向自己嘴
raised_finger,食指抬起
finger_raised,食指抬起
necktie_pull,抓着领带
tiegrab,抓着领带
tie_grab,抓着领带
ok,OK手势
eye_rub,揉眼睛
wiping_eyes,揉眼睛
rubbing_eye,揉眼睛
grabbing_sheet,抓着床单
girls_are_praying,少女祈祷中
on_phone,打电话
yawn,打哈欠
pulling_another's_hair,抓着对方的头发
ear_cleaner,采耳
holding_glasses,拿着眼镜/正在摘眼镜
holding_sunglasses,拿着眼镜/正在摘眼镜
hand_on_ear,手放在耳朵上
adjusting_sunglasses,扶眼镜
adjusting_glasses,扶眼镜
hand_on_own_head,手放在自己头上
hand_on_own_forehead,手放在自己前额
hand_to_face,把手放在自己脸上
hand_on_face,把手放在自己脸上
hands_on_face,双手放在自己的脸上
hands_to_face,双手放在自己的脸上
hand_to_cheek,把手放在自己的脸颊上
hand_on_cheek,把手放在自己的脸颊上
hand_on_hat,手触碰帽子
hand_to_chest,把手放在自己的胸口
hand_to_own_chest,把手放在自己的胸口
hand_on_chest,把手放在自己的胸口
hand_on_own_shoulder,手放在自己的肩上
hand_on_own_ass,把手放在自己的臀部
hands_on_knees,双手放在自己的膝盖上
hand_on_another's_hand,手放在对方的手上
air_quotes,引号手势
finger_quotes,引号手势
carry_me,抱着我手势
pick_me_up,抱着我手势
fists,紧握的双手
closed_fists,紧握的双手
clenched_fists,紧握的双手
cupping_hands,用手比作杯子
cupped_hands,用手比作杯子
double_peace,双手比 V
fidgeting,紧张手势
fidget,紧张手势
finger_counting,用手指比数字
finger_frame,用手指作相框
finger_camera,用手指作相框
fist_bump,碰拳
brofist,碰拳
fistbump,碰拳
fist_in_hand,抱拳
hand_glasses,用手比作眼镜
own_hands_clasped,握住自己的双手
clasped_hands,握住自己的双手
heart_arms,手臂摆出心的姿势
heart_hands_trio,三个人用手比心
high_five,击掌庆祝
highfive,击掌庆祝
horns_pose,用手比作角
horn_pose,用手比作角
noogie,双拳挤头
palm-fist_greeting,拱手礼
palm-fist_tap,拳头拍手掌/有主意了
penetration_gesture,插入手势/做爱示意
pinky_swear,勾指起誓
shadow_puppet,用手模仿其他物件/皮影戏
tsuki_ni_kawatte_oshioki_yo,代表月亮消灭你
in_the_name_of_the_moon,代表月亮消灭你
slit_throat_(gesture),割喉手势
throat-slitting_gesture,割喉手势
cutthroat_gesture,割喉手势
raised_pinky,伸出小拇指
extended_pinky,伸出小拇指
pov_pointing,指向看图的人
pointing_down,指向下方
pointing_forward,指向前方
pointing_skyward,向上指
pointing_to_the_sky,向上指
kamina_pose,抬高手臂向上指
saturday_night_fever,叉腰向上指 (舞蹈)
disco_pose,叉腰向上指 (舞蹈)
thumbs_down,大拇指向下
\n/,摇滚手势
crossed_fingers,手指交错
fox_hand_sign,狐狸手势
finger_heart,双指比心
inward_v,反向比 V
shaka_sign,沙卡手势
two-finger_salute,二指敬禮
\m/,6+1 手势
middle_w,3 手势
money_gesture,金钱手势
\||/,手掌贴墙
open_\m/,手掌贴墙
ohikaenasutte,要求自我介绍
straight-arm_salute,直臂敬礼/纳粹式敬礼
roman_salute,直臂敬礼/纳粹式敬礼
nazi_salute,直臂敬礼/纳粹式敬礼
vulcan_salute,瓦肯举手礼
clenched_fist,握紧的手
fist,握紧的手
closed_fist,握紧的手
fig_sign,Fig 手势
hand_fig,Fig 手势
fig_gesture,Fig 手势
dulya,Fig 手势
mano_fico,Fig 手势
power_fist,力量手套
air_punch,举起的拳头
stroking_own_chin,扶颏冥想
stroking_chin,扶颏冥想
cunnilingus_gesture,舔阴手势
handjob_gesture,手冲手势
shocker_(gesture),爽歪歪 (手势)
v_over_mouth,手指比 V 放在手上
air_guitar,空气吉他
curtsie,(女子的)屈膝礼
heart_tails,心形尾巴/心形尾尖/尾巴摆出心形
heart_tail_duo,两人尾巴摆出心形
kuji-in,九字印
hand_seal,九字印
shrugging,耸肩
victory_pose,胜利手势
orchid_fingers,兰花指
multicolor_hair,多彩头发
yellow_hair,金发
blond,金发
blond_hair,金发
blonde,金发
gold_hair,金发
gray_hair,灰发
brunette,茶发
dirty_blonde,浅褐发
dark_hair,黑发
lavender_hair,紫发
redhead,红发
braids,辫子
braided_hair,辫子
hair_braid,辫子
curls,卷发
curtained_hair,窗帘/瀑布发型
twin_bun,双团子头
buns,双团子头
twin_buns,双团子头
hair_buns,双团子头
double_buns,双团子头
twindrills,双钻头卷
quad_drills,多钻头卷
side_drill,单侧钻头卷
bangs_between_eyes,眼间刘海
hairbun,团子头
bun,团子头
single_hair_bun,团子头
hair_vents,进气口发型
himecut,姬发式
princess_cut,姬发式
morning_hair,凌乱发型
bed_head,凌乱发型
pony_tail,马尾
side_swept_bangs,朝一个方向的刘海
side_tail,侧马尾
sidetail,侧马尾
twinbraids,双辫子
twinbraid,双辫子
twin_braid,双辫子
twin_tails,双马尾
twintail,双马尾
hair_past_waist,很长的头发
pigtails,短双马尾
low_twin_braids,低双辫
dreadlocks,脏辫
hair_locs,脏辫
hair_loc,脏辫
cone_hair_bun,锥形发髻
hair_cones,锥形发髻
doughnut_hair_bun,圆环发髻
donut_hair_bun,圆环发髻
heart_hair_bun,心形发髻
asymmetric_bangs,不对称刘海
forelocks,耳前发
single_sidelock,单耳前发
hair_one_side_up,一侧绑发
hair_two_side_up,双侧绑发
space_hair,漂浮的头发
hair_blowing,漂浮的头发
hair_covering_eyes,头发遮着双眼
hair_over_eye,头发遮住了一只眼睛
shoulder-length_hair,中等长发
two_sides_up,小型双股辫
hair_past_feet,超长的头发
extremely_long_hair,超长的头发
single_hair_vent,单侧进气口发型
hair_ears,耳状头发
bald_girl,秃头女孩
buzz_cut,寸头
chonmage,丁髷
crew_cut,平头/板寸头
flattop,平顶
okappa,河童头
pixie_cut,精灵头
bobbed_hair,波波头
cornrows,玉米垄发型
mullet,鲻鱼头
bow-shaped_hair,弓形头发
bow_by_hair,弓形头发
bow_hair,弓形头发
front_braid,前辫
tri_braids,三股辫
quad_braids,四股辫
triple_bun,三发髻
hair_loop,发圈
hair_loops,发圈
hair_ring,发圈
single_hair_ring,单发圈
low-braided_long_hair,低辫长发
mizura,角发
nihongami,日本发
topknot,丸子头
top_knot,丸子头
triple-tails,有三股辫子
quin_tails,有五股辫子
huge_afro,超大鸟窝头
beehive_hairdo,蜂窝头
quiff,蓬松感油头
shouten_pegasus_mix_mori,昇天ペガサスMIX盛り
spiky_hair,刺刺的头发
widow's_peak,美人尖
antennae_hair,呆毛
double_ahoge,呆毛
comb_over,遮盖头发稀少部分
lone_nape_hair,孤颈毛
hair_bikini,头发比基尼
hair_scarf,头发围巾
tokin,东金帽子
mini_tophat,迷你礼帽
tiny_top_hat,迷你礼帽
nurse_hat,护士帽
hair_pin,发卡
hairpins,发卡
hair_band,头箍
hair_clip,发夹
hair_clips,发夹
hairclips,发夹
barrette,发夹
hair_ribbons,发带
flower_hair_ornament,发花
flower_in_hair,发花
hair_flowers,发花
hair_ornaments,头饰
hair_accessory,头饰
